coincidence_sum,duration,similarity,stations,time,trace_ids
3.0,4.549999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:17:22.337700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.1499998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:18:13.262700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.5999999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:19:32.637700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,1.9000000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:20:04.087700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.200000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:20:07.587700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,1.8249998092651367,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:20:37.462700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,1.6999998092651367,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:21:08.112700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,1.8500001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:21:50.412700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,1.6499998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:22:18.462700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,1.6750001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:22:29.812700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.0,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:22:43.587700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.049999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:22:55.887700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,5.724999904632568,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:23:25.687700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,5.775000095367432,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:25:05.562700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.875,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:25:58.412700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.424999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:26:06.537700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,3.4000000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:27:09.712700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,6.424999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:28:59.587700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,4.125000238418579,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:29:29.412700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,3.200000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:31:20.912700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.125,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:34:45.737700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,2.0749998092651367,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:35:06.537700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,4.450000286102295,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:36:12.087700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,1.5249998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:36:42.637700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.124999761581421,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:36:46.962700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,4.5249998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:38:03.762700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.3000001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:39:13.587700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.8249998092651367,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:39:31.462700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.4749996662139893,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:40:46.837700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.950000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:42:04.937700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,8.299999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:42:42.412700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,2.2250001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:43:35.662700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,1.75,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:44:17.237700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,1.8249998092651367,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:44:19.537700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,5.075000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:45:02.212700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,1.5750000476837158,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:45:52.712700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.0999999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:45:55.887700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.549999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:47:03.837700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.3999998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:47:25.462700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.0500001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:48:22.012700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.6000001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:49:06.012700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.049999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:50:44.112700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,4.025000333786011,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:51:11.512700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.424999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:53:15.237700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,2.1750001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:53:53.312700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.6999998092651367,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:54:28.887700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.750000238418579,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:55:26.812700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,1.8250000476837158,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:55:51.737700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,2.7749998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:56:12.937700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,1.5750000476837158,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:56:47.012700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,1.8000001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:57:06.662700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.7250003814697266,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:57:27.812700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.5,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:59:26.262700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,1.5500001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:59:56.087700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.75,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T13:59:59.162700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,3.0999999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:00:19.762700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,3.5250000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:00:47.237700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,1.6499998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:02:45.262700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.575000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:03:06.787700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,4.550000190734863,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:04:35.087700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,3.575000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:05:59.862700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,3.5999999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:05:59.887700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,1.750000238418579,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:07:24.587700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,4.075000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:07:29.687700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,2.125000238418579,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:08:47.812700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,4.125,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:09:01.062700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,1.6000001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:10:13.312700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,3.0500001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:11:14.312700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.299999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:11:37.137700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.4250001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:11:50.312700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,2.049999713897705,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:14:32.462700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,2.299999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:14:57.762700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,1.7750000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:15:18.662700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,1.7999999523162842,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:15:37.687700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.7750000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:16:58.662700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,1.9750001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:18:22.812700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.674999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:18:45.412700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,4.400000095367432,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:22:29.137700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.075000286102295,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:23:22.812700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,4.125,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:24:15.062700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,1.5500001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:24:56.412700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.125,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:25:26.237700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,1.7249999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:25:31.462700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,8.150000095367432,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:26:59.587700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,3.4749999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:28:43.637700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,1.6750001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:29:46.087700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,2.7750000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:30:51.612700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.125,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:32:28.987700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,2.0,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:39:31.737700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,3.375000238418579,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:40:16.587700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,4.25,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:40:28.737700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,2.5249998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:41:09.037700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,3.125,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:41:16.737700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,1.7250001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:41:20.912700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,1.6500000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:41:52.737700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.674999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:43:18.762700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,1.3499996662139893,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:43:36.962700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,1.9750001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:44:15.712700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,3.9749999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:44:52.387700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,2.4749996662139893,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:45:58.037700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,1.549999713897705,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:46:46.962700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,4.575000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:48:37.762700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,4.5249998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:49:54.137700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.325000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:50:06.662700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,2.7249999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:51:23.187700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,1.9000000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:51:41.562700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.325000286102295,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:51:59.312700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.4499998092651367,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:52:03.462700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,1.4749999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:52:16.687700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.0,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:53:20.262700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,1.6499998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:54:24.262700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,2.174999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:54:45.387700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.3999998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:55:45.337700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.2750000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:57:37.287700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,3.049999713897705,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:58:40.462700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.799999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:59:02.462700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.3499999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T14:59:16.362700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,1.8249998092651367,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:00:05.987700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,1.9250001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:02:08.612700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,1.8499999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:03:14.937700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.924999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:03:39.087700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,1.950000286102295,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:04:07.087700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,1.7000000476837158,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:04:14.787700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,2.4000000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:04:37.637700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.2249999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:05:47.087700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.0249998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:08:16.387700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,1.7999999523162842,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:08:30.012700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,1.7999999523162842,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:08:52.212700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.4000000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:12:36.487700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.1000001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:13:54.362700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.7250003814697266,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:14:26.312700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.3999998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:15:18.687700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.0,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:16:31.212700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,2.075000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:18:03.212700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,1.7249999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:18:44.562700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,5.125000238418579,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:19:49.912700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,2.249999761581421,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:20:08.462700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,1.6749999523162842,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:20:38.912700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,1.8500001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:21:02.187700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,2.0250003337860107,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:21:53.012700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,2.0500001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:22:17.787700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,1.6750001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:23:11.362700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,3.674999713897705,{},"[u'MAW', u'MAW', u'MAW']",2007-01-04T15:24:27.637700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
