coincidence_sum,duration,similarity,stations,time,trace_ids
3.0,3.25,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T05:31:37.437700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,4.625,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T05:36:19.587700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,2.6750001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T05:37:01.512700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.450000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T05:40:05.687700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.075000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T05:43:06.112700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,1.9749996662139893,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T05:46:08.837700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,1.625,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T05:47:09.337700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,3.075000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T05:47:29.262700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.2249999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T05:48:25.462700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.549999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T05:49:00.137700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,2.3249998092651367,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T05:50:06.987700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,3.8000001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T05:51:19.587700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.4749999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T05:52:38.237700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.075000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T05:53:50.962700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.299999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T05:55:58.712700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.875000238418579,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T05:58:28.087700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.424999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:00:28.487700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.1999998092651367,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:01:39.962700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.6000001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:02:18.787700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.424999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:03:10.537700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,1.6999998092651367,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:03:14.387700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,1.7999999523162842,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:04:03.537700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.5250000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:06:26.412700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,3.9749999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:13:29.687700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,3.749999761581421,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:13:59.462700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,2.575000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:18:13.962700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,3.6499998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:21:41.262700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.325000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:23:40.862700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,4.3500001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:24:27.687700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,3.0,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:24:34.787700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,1.9749999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:29:18.887700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.2249999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:30:18.537700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,1.75,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:31:28.687700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,7.625,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:31:43.562700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,3.2250001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:36:54.737700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.125000238418579,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:37:15.712700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,1.4250001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:40:32.712700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.0999999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:40:54.462700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.750000238418579,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:42:37.312700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.4000000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:44:42.137700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,1.75,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:44:52.237700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,3.3249998092651367,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:45:30.687700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,4.700000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:46:03.812700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.1000001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:47:26.312700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.700000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:48:08.237700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.9000000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:49:54.637700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.5,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:51:41.037700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,1.7749996185302734,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:54:34.537700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,3.0500001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:54:53.787700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.5749998092651367,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T06:58:38.737700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.200000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:03:57.512700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,6.724999904632568,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:07:40.137700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,1.7749998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:08:49.637700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.125,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:09:56.587700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.124999761581421,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:10:43.462700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.549999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:13:29.887700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.1750001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:13:48.312700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,3.0249998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:18:21.562700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,1.6999998092651367,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:18:41.612700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,1.9499998092651367,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:19:18.262700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,1.9500000476837158,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:22:09.437700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,4.375,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:23:52.987700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,2.0999999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:24:18.712700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,2.9250001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:26:52.612700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.424999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:27:32.187700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.200000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:28:16.687700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,3.1499998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:28:22.862700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.875000238418579,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:29:05.312700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.0999999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:29:53.537700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,2.249999761581421,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:30:12.262700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.200000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:31:41.912700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.075000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:32:39.912700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.4750001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:33:14.312700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.4749996662139893,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:34:04.337700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.2749998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:34:43.962700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,13.474999904632568,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:35:50.762700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,1.5250000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:36:25.737700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,5.275000095367432,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:38:04.212700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.799999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:39:02.787700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.1500000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:39:14.487700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.250000238418579,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:40:32.287700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,1.950000286102295,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:41:05.587700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.1000001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:41:16.162700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.200000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:42:44.812700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.375,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:43:26.562700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,1.375,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:44:05.262700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,1.4499998092651367,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:44:12.862700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,1.9500000476837158,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:44:44.387700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.1500000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:45:40.512700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.0500001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:46:21.487700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.2750000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:46:33.712700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,3.375,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:46:37.687700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.299999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:47:12.912700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.3499999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:47:58.887700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,3.8500001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:49:43.487700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.250000238418579,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:50:05.712700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.2250001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:51:53.237700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.174999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:52:32.937700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,2.174999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:53:03.462700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.174999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T07:54:37.737700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.0250000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:00:40.862700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.0250000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:00:51.437700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.2750000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:02:31.562700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.2749996185302734,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:03:05.537700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.200000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:04:06.137700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.2250001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:04:52.512700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,1.6500000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:05:01.012700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,2.2750000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:06:45.662700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,1.8999998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:07:17.537700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,1.4749996662139893,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:07:21.337700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,3.6999998092651367,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:08:33.387700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,2.200000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:09:29.137700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.075000286102295,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:10:05.312700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.2250001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:10:34.712700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.0,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:11:35.462700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,1.9250001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:15:04.612700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.0999999046325684,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:16:42.062700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,1.7999999523162842,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:20:48.062700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.2750000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:21:23.662700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,1.7250001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:23:48.912700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,1.9750001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:24:16.287700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.1500000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:24:31.712700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.0249998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:25:22.337700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,1.9249999523162842,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:26:04.937700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,2.4750001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:27:29.162700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,2.0249998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:28:24.262700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,1.8999998569488525,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:35:51.187700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.174999713897705,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:36:05.537700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,2.9750001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:39:41.562700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.1000001430511475,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:42:04.862700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,5.924999713897705,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:43:30.887700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,3.4499998092651367,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:45:40.137700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHZ', u'AU.MAW..BHN']"
3.0,2.1500000953674316,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:46:20.412700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,9.899999856948853,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:51:35.262700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,6.674999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:52:28.687700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.075000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:54:34.112700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHE', u'AU.MAW..BHZ']"
3.0,1.5499999523162842,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:55:12.737700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.3249998092651367,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T08:57:24.262700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
3.0,2.924999952316284,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T09:01:34.137700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHN', u'AU.MAW..BHE']"
3.0,2.950000286102295,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T09:04:08.512700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,2.8000001907348633,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T09:05:27.087700Z,"[u'AU.MAW..BHE', u'AU.MAW..BHN', u'AU.MAW..BHZ']"
3.0,7.275000095367432,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T09:09:46.312700Z,"[u'AU.MAW..BHZ', u'AU.MAW..BHE', u'AU.MAW..BHN']"
3.0,2.325000047683716,{},"[u'MAW', u'MAW', u'MAW']",2007-01-02T09:10:09.912700Z,"[u'AU.MAW..BHN', u'AU.MAW..BHZ', u'AU.MAW..BHE']"
