start_time,stop_time,cluster
2007-01-05 18:10:21.762700,2007-01-05 18:10:23.762700,6
2007-01-05 18:16:46.887700,2007-01-05 18:16:49.362700,6
2007-01-05 18:18:24.562700,2007-01-05 18:18:26.637700,6
2007-01-05 18:18:34.537700,2007-01-05 18:18:36.512700,6
2007-01-05 18:22:30.662700,2007-01-05 18:22:32.662700,6
2007-01-05 18:24:45.087700,2007-01-05 18:24:47.387700,6
2007-01-05 18:32:40.237700,2007-01-05 18:32:43.137700,6
2007-01-05 18:37:50.637700,2007-01-05 18:37:52.587700,6
2007-01-05 18:39:09.212700,2007-01-05 18:39:10.837700,6
2007-01-05 18:43:05.387700,2007-01-05 18:43:07.737700,6
2007-01-05 18:45:55.637700,2007-01-05 18:45:57.487700,6
2007-01-05 18:46:09.287700,2007-01-05 18:46:12.212700,6
2007-01-05 18:49:18.937700,2007-01-05 18:49:20.212700,6
2007-01-05 18:51:43.087700,2007-01-05 18:51:44.937700,6
2007-01-05 18:58:36.087700,2007-01-05 18:58:38.087700,6
2007-01-05 19:00:56.712700,2007-01-05 19:00:58.987700,6
2007-01-05 19:02:55.437700,2007-01-05 19:02:57.762700,6
2007-01-05 19:03:15.962700,2007-01-05 19:03:17.462700,6
2007-01-05 19:05:25.412700,2007-01-05 19:05:27.287700,6
2007-01-05 19:07:18.037700,2007-01-05 19:07:20.362700,6
2007-01-05 19:08:23.312700,2007-01-05 19:08:25.312700,6
2007-01-05 19:10:31.312700,2007-01-05 19:10:33.262700,6
2007-01-05 19:10:46.737700,2007-01-05 19:10:48.712700,6
2007-01-05 19:15:11.387700,2007-01-05 19:15:13.437700,6
2007-01-05 19:20:41.712700,2007-01-05 19:20:43.787700,6
2007-01-05 19:22:52.837700,2007-01-05 19:22:54.962700,6
2007-01-05 19:28:32.487700,2007-01-05 19:28:35.512700,6
2007-01-05 19:35:28.712700,2007-01-05 19:35:31.087700,6
2007-01-05 19:36:41.362700,2007-01-05 19:36:43.462700,6
2007-01-05 19:40:39.387700,2007-01-05 19:40:41.137700,6
2007-01-05 19:51:07.262700,2007-01-05 19:51:08.937700,6
2007-01-05 19:57:34.687700,2007-01-05 19:57:36.612700,6
2007-01-05 20:12:33.712700,2007-01-05 20:12:35.112700,6
2007-01-05 20:14:38.987700,2007-01-05 20:14:41.987700,6
2007-01-05 20:26:57.662700,2007-01-05 20:26:59.562700,6
2007-01-05 20:36:21.862700,2007-01-05 20:36:25.337700,6
2007-01-05 20:54:47.362700,2007-01-05 20:54:49.137700,6
2007-01-05 21:07:16.512700,2007-01-05 21:07:18.262700,6
2007-01-05 21:09:44.162700,2007-01-05 21:09:46.037700,6
2007-01-05 21:11:26.262700,2007-01-05 21:11:28.262700,6
2007-01-05 21:14:24.412700,2007-01-05 21:14:26.487700,6
2007-01-05 21:26:37.762700,2007-01-05 21:26:39.787700,6
2007-01-05 21:36:12.562700,2007-01-05 21:36:14.212700,6
2007-01-05 21:43:26.712700,2007-01-05 21:43:28.637700,6
2007-01-05 21:44:33.812700,2007-01-05 21:44:35.787700,6
2007-01-05 21:48:02.187700,2007-01-05 21:48:03.587700,6
2007-01-05 21:57:41.112700,2007-01-05 21:57:42.862700,6
2007-01-05 21:58:04.662700,2007-01-05 21:58:06.762700,6
2007-01-05 21:59:03.637700,2007-01-05 21:59:05.687700,6
2007-01-05 22:01:08.537700,2007-01-05 22:01:10.937700,6
2007-01-05 22:16:59.187700,2007-01-05 22:17:01.412700,6
2007-01-05 22:17:03.187700,2007-01-05 22:17:05.112700,6
2007-01-05 22:17:50.787700,2007-01-05 22:17:52.862700,6
2007-01-05 22:20:46.362700,2007-01-05 22:20:48.362700,6
2007-01-05 22:21:43.637700,2007-01-05 22:21:45.312700,6
2007-01-05 22:25:11.137700,2007-01-05 22:25:14.187700,6
2007-01-05 22:27:03.912700,2007-01-05 22:27:05.862700,6
2007-01-05 22:31:13.537700,2007-01-05 22:31:16.012700,6
2007-01-05 22:33:25.312700,2007-01-05 22:33:27.462700,6
2007-01-05 22:33:51.262700,2007-01-05 22:33:53.112700,6
2007-01-05 22:39:21.437700,2007-01-05 22:39:23.412700,6
2007-01-05 22:48:43.412700,2007-01-05 22:48:45.812700,6
2007-01-05 22:49:54.687700,2007-01-05 22:49:57.287700,6
2007-01-05 22:58:58.312700,2007-01-05 22:59:01.287700,6
2007-01-05 23:03:17.537700,2007-01-05 23:03:18.837700,6
2007-01-05 23:07:00.262700,2007-01-05 23:07:01.812700,6
2007-01-05 23:07:13.737700,2007-01-05 23:07:14.987700,6
2007-01-05 23:11:44.887700,2007-01-05 23:11:47.812700,6
2007-01-05 23:14:44.262700,2007-01-05 23:14:45.937700,6
2007-01-05 23:17:09.862700,2007-01-05 23:17:12.737700,6
2007-01-05 23:17:39.412700,2007-01-05 23:17:41.637700,6
2007-01-05 23:21:13.712700,2007-01-05 23:21:16.687700,6
2007-01-05 23:25:00.237700,2007-01-05 23:25:02.387700,6
2007-01-05 23:25:35.862700,2007-01-05 23:25:38.012700,6
2007-01-05 23:26:06.737700,2007-01-05 23:26:08.362700,6
2007-01-05 23:30:07.237700,2007-01-05 23:30:09.337700,6
2007-01-05 23:31:01.787700,2007-01-05 23:31:04.762700,6
2007-01-05 23:35:17.487700,2007-01-05 23:35:19.162700,6
2007-01-05 23:56:15.212700,2007-01-05 23:56:17.612700,6
2007-01-05 23:56:36.962700,2007-01-05 23:56:39.562700,6
2007-01-05 23:58:35.787700,2007-01-05 23:58:38.187700,6
2007-01-06 00:02:36.887700,2007-01-06 00:02:38.712700,6
2007-01-06 00:03:46.612700,2007-01-06 00:03:48.062700,6
2007-01-06 00:04:31.937700,2007-01-06 00:04:33.487700,6
2007-01-06 00:15:29.137700,2007-01-06 00:15:31.487700,6
2007-01-06 00:17:14.662700,2007-01-06 00:17:16.837700,6
2007-01-06 00:17:56.062700,2007-01-06 00:17:57.962700,6
2007-01-06 00:18:43.962700,2007-01-06 00:18:45.437700,6
2007-01-06 00:22:45.662700,2007-01-06 00:22:47.437700,6
2007-01-06 00:25:49.787700,2007-01-06 00:25:51.662700,6
2007-01-06 00:40:50.762700,2007-01-06 00:40:53.012700,6
2007-01-06 00:42:22.062700,2007-01-06 00:42:23.812700,6
2007-01-06 00:43:26.262700,2007-01-06 00:43:28.512700,6
2007-01-06 00:49:20.337700,2007-01-06 00:49:22.112700,6
2007-01-06 00:55:14.262700,2007-01-06 00:55:16.237700,6
2007-01-06 01:01:22.162700,2007-01-06 01:01:24.562700,6
2007-01-06 01:01:42.062700,2007-01-06 01:01:43.562700,6
2007-01-06 01:10:39.387700,2007-01-06 01:10:42.112700,6
2007-01-06 01:20:23.687700,2007-01-06 01:20:25.637700,6
2007-01-06 01:22:05.312700,2007-01-06 01:22:07.312700,6
2007-01-06 01:28:31.012700,2007-01-06 01:28:32.537700,6
2007-01-06 01:52:53.062700,2007-01-06 01:52:54.312700,6
2007-01-06 01:57:08.187700,2007-01-06 01:57:10.412700,6
2007-01-06 01:57:22.612700,2007-01-06 01:57:24.162700,6
2007-01-06 01:58:16.487700,2007-01-06 01:58:18.437700,6
2007-01-06 01:59:41.637700,2007-01-06 01:59:43.512700,6
2007-01-06 02:16:34.387700,2007-01-06 02:16:37.612700,6
2007-01-06 02:35:52.137700,2007-01-06 02:35:54.362700,6
2007-01-06 02:38:11.262700,2007-01-06 02:38:13.262700,6
2007-01-06 02:41:41.087700,2007-01-06 02:41:42.787700,6
2007-01-06 03:00:05.637700,2007-01-06 03:00:07.137700,6
2007-01-06 03:29:10.712700,2007-01-06 03:29:12.487700,6
2007-01-06 03:31:54.637700,2007-01-06 03:31:56.712700,6
2007-01-06 03:34:47.337700,2007-01-06 03:34:48.912700,6
2007-01-06 03:35:52.187700,2007-01-06 03:35:54.912700,6
2007-01-06 03:39:17.562700,2007-01-06 03:39:19.512700,6
2007-01-06 03:39:35.362700,2007-01-06 03:39:37.387700,6
2007-01-06 03:41:41.687700,2007-01-06 03:41:43.812700,6
2007-01-06 03:41:50.012700,2007-01-06 03:41:52.062700,6
2007-01-06 03:52:13.587700,2007-01-06 03:52:16.237700,6
2007-01-06 03:58:19.587700,2007-01-06 03:58:21.612700,6
2007-01-06 03:59:44.612700,2007-01-06 03:59:46.712700,6
2007-01-06 04:00:33.912700,2007-01-06 04:00:35.912700,6
2007-01-06 04:06:09.737700,2007-01-06 04:06:11.687700,6
2007-01-06 04:08:04.737700,2007-01-06 04:08:07.237700,6
2007-01-06 04:11:20.537700,2007-01-06 04:11:23.762700,6
2007-01-06 04:15:26.712700,2007-01-06 04:15:28.462700,6
2007-01-06 04:16:37.262700,2007-01-06 04:16:40.662700,6
2007-01-06 04:17:21.812700,2007-01-06 04:17:23.987700,6
2007-01-06 04:17:28.937700,2007-01-06 04:17:31.587700,6
2007-01-06 04:20:08.712700,2007-01-06 04:20:10.112700,6
2007-01-06 04:21:30.737700,2007-01-06 04:21:32.362700,6
2007-01-06 04:22:16.812700,2007-01-06 04:22:18.787700,6
2007-01-06 04:22:22.162700,2007-01-06 04:22:24.162700,6
2007-01-06 04:31:18.287700,2007-01-06 04:31:20.187700,6
2007-01-06 04:32:01.587700,2007-01-06 04:32:03.287700,6
2007-01-06 04:32:09.637700,2007-01-06 04:32:10.862700,6
2007-01-06 04:33:55.812700,2007-01-06 04:33:57.587700,6
2007-01-06 04:33:59.912700,2007-01-06 04:34:01.362700,6
2007-01-06 04:34:07.387700,2007-01-06 04:34:08.987700,6
2007-01-06 04:49:58.137700,2007-01-06 04:50:00.512700,6
2007-01-06 04:53:42.162700,2007-01-06 04:53:44.337700,6
2007-01-06 04:55:32.537700,2007-01-06 04:55:34.787700,6
2007-01-06 04:57:29.437700,2007-01-06 04:57:31.362700,6
2007-01-06 05:03:13.912700,2007-01-06 05:03:16.037700,6
2007-01-06 05:16:13.187700,2007-01-06 05:16:14.712700,6
2007-01-06 05:25:15.312700,2007-01-06 05:25:16.862700,6
2007-01-06 05:39:10.137700,2007-01-06 05:39:12.187700,6
2007-01-06 05:50:08.787700,2007-01-06 05:50:10.937700,6
2007-01-06 06:02:10.587700,2007-01-06 06:02:12.362700,6
2007-01-06 06:04:23.787700,2007-01-06 06:04:25.887700,6
2007-01-06 06:19:57.137700,2007-01-06 06:19:59.787700,6
2007-01-06 06:34:14.962700,2007-01-06 06:34:16.712700,6
2007-01-06 06:53:36.287700,2007-01-06 06:53:38.362700,6
2007-01-06 06:55:26.437700,2007-01-06 06:55:29.512700,6
2007-01-06 06:57:40.287700,2007-01-06 06:57:43.037700,6
2007-01-06 06:58:59.037700,2007-01-06 06:59:00.812700,6
2007-01-06 07:04:09.687700,2007-01-06 07:04:11.437700,6
2007-01-06 07:12:12.887700,2007-01-06 07:12:14.662700,6
2007-01-06 07:18:34.162700,2007-01-06 07:18:35.512700,6
2007-01-06 07:22:11.687700,2007-01-06 07:22:13.362700,6
2007-01-06 07:22:18.037700,2007-01-06 07:22:19.362700,6
2007-01-06 07:22:43.662700,2007-01-06 07:22:45.387700,6
2007-01-06 07:24:30.562700,2007-01-06 07:24:32.412700,6
2007-01-06 07:24:43.612700,2007-01-06 07:24:47.412700,6
2007-01-06 07:26:51.787700,2007-01-06 07:26:53.762700,6
2007-01-06 07:28:57.937700,2007-01-06 07:28:59.887700,6
2007-01-06 07:31:24.612700,2007-01-06 07:31:26.287700,6
2007-01-06 07:35:32.062700,2007-01-06 07:35:33.812700,6
2007-01-06 07:51:32.937700,2007-01-06 07:51:34.412700,6
2007-01-06 08:01:09.537700,2007-01-06 08:01:11.212700,6
2007-01-06 08:06:35.887700,2007-01-06 08:06:37.437700,6
2007-01-06 08:08:42.537700,2007-01-06 08:08:44.237700,6
2007-01-06 08:12:58.362700,2007-01-06 08:12:59.987700,6
2007-01-06 08:18:09.962700,2007-01-06 08:18:12.162700,6
2007-01-06 08:27:25.837700,2007-01-06 08:27:27.237700,6
2007-01-06 08:32:28.137700,2007-01-06 08:32:29.812700,6
2007-01-06 08:34:16.437700,2007-01-06 08:34:18.462700,6
2007-01-06 08:37:42.787700,2007-01-06 08:37:44.262700,6
2007-01-06 08:38:25.037700,2007-01-06 08:38:26.437700,6
2007-01-06 08:39:08.212700,2007-01-06 08:39:09.462700,6
2007-01-06 08:41:42.562700,2007-01-06 08:41:44.387700,6
2007-01-06 08:45:01.137700,2007-01-06 08:45:02.737700,6
2007-01-06 08:47:23.037700,2007-01-06 08:47:24.662700,6
2007-01-06 08:47:36.937700,2007-01-06 08:47:38.862700,6
2007-01-06 08:47:46.287700,2007-01-06 08:47:48.662700,6
2007-01-06 08:48:04.112700,2007-01-06 08:48:05.912700,6
2007-01-06 08:48:09.937700,2007-01-06 08:48:11.087700,6
2007-01-06 08:52:43.037700,2007-01-06 08:52:46.112700,6
2007-01-06 08:53:24.287700,2007-01-06 08:53:26.262700,6
2007-01-06 08:54:00.737700,2007-01-06 08:54:03.212700,6
2007-01-06 08:55:56.562700,2007-01-06 08:55:59.762700,6
2007-01-06 09:02:35.712700,2007-01-06 09:02:37.412700,6
2007-01-06 09:08:12.262700,2007-01-06 09:08:14.412700,6
2007-01-06 09:08:50.312700,2007-01-06 09:08:52.562700,6
2007-01-06 09:10:33.137700,2007-01-06 09:10:34.887700,6
2007-01-06 09:16:02.462700,2007-01-06 09:16:04.487700,6
2007-01-06 09:18:58.462700,2007-01-06 09:19:00.312700,6
2007-01-06 09:22:59.162700,2007-01-06 09:23:01.512700,6
2007-01-06 09:24:54.812700,2007-01-06 09:24:56.387700,6
2007-01-06 09:26:01.862700,2007-01-06 09:26:03.537700,6
2007-01-06 09:38:22.437700,2007-01-06 09:38:25.112700,6
2007-01-06 09:40:16.112700,2007-01-06 09:40:18.212700,6
2007-01-06 09:41:20.037700,2007-01-06 09:41:21.462700,6
2007-01-06 09:41:23.362700,2007-01-06 09:41:24.937700,6
2007-01-06 09:42:29.662700,2007-01-06 09:42:32.512700,6
2007-01-06 09:49:39.237700,2007-01-06 09:49:41.162700,6
2007-01-06 09:55:06.062700,2007-01-06 09:55:07.662700,6
2007-01-06 09:55:43.812700,2007-01-06 09:55:46.312700,6
2007-01-06 09:55:57.787700,2007-01-06 09:56:01.537700,6
2007-01-06 10:02:41.737700,2007-01-06 10:02:43.537700,6
2007-01-06 10:08:38.237700,2007-01-06 10:08:39.587700,6
2007-01-06 10:11:17.562700,2007-01-06 10:11:19.687700,6
2007-01-06 10:11:20.387700,2007-01-06 10:11:23.012700,6
2007-01-06 10:14:08.312700,2007-01-06 10:14:10.562700,6
2007-01-06 10:14:44.512700,2007-01-06 10:14:46.587700,6
2007-01-06 10:18:06.512700,2007-01-06 10:18:08.362700,6
2007-01-06 10:18:19.337700,2007-01-06 10:18:20.837700,6
2007-01-06 10:23:41.837700,2007-01-06 10:23:43.887700,6
2007-01-06 10:28:53.612700,2007-01-06 10:28:55.487700,6
2007-01-06 10:31:50.612700,2007-01-06 10:31:52.487700,6
2007-01-06 10:36:57.712700,2007-01-06 10:37:00.012700,6
2007-01-06 10:37:37.587700,2007-01-06 10:37:39.737700,6
2007-01-06 10:37:48.562700,2007-01-06 10:37:50.112700,6
2007-01-06 10:38:18.262700,2007-01-06 10:38:21.562700,6
2007-01-06 10:41:32.162700,2007-01-06 10:41:34.587700,6
2007-01-06 10:42:38.112700,2007-01-06 10:42:39.712700,6
2007-01-06 10:54:29.862700,2007-01-06 10:54:31.762700,6
2007-01-06 10:57:22.462700,2007-01-06 10:57:24.687700,6
2007-01-06 11:01:52.662700,2007-01-06 11:01:54.512700,6
2007-01-06 11:15:13.612700,2007-01-06 11:15:15.937700,6
2007-01-06 11:17:22.912700,2007-01-06 11:17:25.112700,6
2007-01-06 11:20:33.387700,2007-01-06 11:20:35.012700,6
2007-01-06 11:21:10.137700,2007-01-06 11:21:11.987700,6
2007-01-06 11:40:09.062700,2007-01-06 11:40:11.212700,6
2007-01-06 11:40:56.687700,2007-01-06 11:40:58.612700,6
2007-01-06 11:44:58.587700,2007-01-06 11:45:01.987700,6
2007-01-06 11:51:10.562700,2007-01-06 11:51:13.137700,6
2007-01-06 11:53:48.037700,2007-01-06 11:53:49.587700,6
2007-01-06 11:57:40.337700,2007-01-06 11:57:42.187700,6
2007-01-06 12:00:11.487700,2007-01-06 12:00:13.337700,6
2007-01-06 12:01:54.887700,2007-01-06 12:01:57.237700,6
2007-01-06 12:09:03.112700,2007-01-06 12:09:04.562700,6
2007-01-06 12:11:53.262700,2007-01-06 12:11:56.562700,6
2007-01-06 12:26:18.162700,2007-01-06 12:26:20.537700,6
2007-01-06 12:37:58.887700,2007-01-06 12:38:00.437700,6
2007-01-06 12:38:36.687700,2007-01-06 12:38:37.687700,6
2007-01-06 12:41:58.287700,2007-01-06 12:42:00.587700,6
2007-01-06 12:54:56.462700,2007-01-06 12:54:58.037700,6
2007-01-06 12:55:57.037700,2007-01-06 12:55:59.287700,6
2007-01-06 13:19:33.812700,2007-01-06 13:19:36.187700,6
2007-01-06 13:22:44.212700,2007-01-06 13:22:46.037700,6
2007-01-06 13:35:38.837700,2007-01-06 13:35:40.887700,6
2007-01-06 13:39:45.062700,2007-01-06 13:39:46.187700,6
2007-01-06 13:42:15.462700,2007-01-06 13:42:17.987700,6
2007-01-06 13:44:18.512700,2007-01-06 13:44:20.937700,6
2007-01-06 13:50:22.712700,2007-01-06 13:50:24.537700,6
2007-01-06 13:52:11.537700,2007-01-06 13:52:13.737700,6
2007-01-06 14:02:57.762700,2007-01-06 14:02:59.862700,6
2007-01-06 14:15:09.562700,2007-01-06 14:15:11.587700,6
2007-01-06 14:15:17.637700,2007-01-06 14:15:19.112700,6
2007-01-06 14:20:52.412700,2007-01-06 14:20:54.162700,6
2007-01-06 14:28:18.712700,2007-01-06 14:28:20.087700,6
2007-01-06 14:33:37.162700,2007-01-06 14:33:38.637700,6
2007-01-06 14:50:38.562700,2007-01-06 14:50:40.112700,6
2007-01-06 14:58:12.137700,2007-01-06 14:58:13.912700,6
2007-01-06 14:58:22.862700,2007-01-06 14:58:24.437700,6
2007-01-06 14:58:57.187700,2007-01-06 14:58:59.012700,6
2007-01-06 15:11:24.462700,2007-01-06 15:11:26.887700,6
2007-01-06 15:19:28.412700,2007-01-06 15:19:30.387700,6
2007-01-06 15:20:22.162700,2007-01-06 15:20:24.537700,6
2007-01-06 15:28:46.562700,2007-01-06 15:28:48.812700,6
2007-01-06 15:37:20.487700,2007-01-06 15:37:22.137700,6
2007-01-06 15:49:15.412700,2007-01-06 15:49:17.387700,6
2007-01-06 15:54:55.912700,2007-01-06 15:54:58.612700,6
2007-01-06 15:59:01.287700,2007-01-06 15:59:03.487700,6
2007-01-06 16:01:28.662700,2007-01-06 16:01:30.787700,6
2007-01-06 16:15:45.362700,2007-01-06 16:15:47.162700,6
2007-01-06 16:23:04.862700,2007-01-06 16:23:06.412700,6
2007-01-06 16:23:58.687700,2007-01-06 16:24:00.637700,6
2007-01-06 16:26:14.912700,2007-01-06 16:26:16.937700,6
2007-01-06 16:28:33.462700,2007-01-06 16:28:35.837700,6
2007-01-06 16:29:35.587700,2007-01-06 16:29:38.362700,6
2007-01-06 16:34:49.437700,2007-01-06 16:34:51.487700,6
2007-01-06 16:37:19.087700,2007-01-06 16:37:22.812700,6
2007-01-06 17:04:21.687700,2007-01-06 17:04:23.562700,6
2007-01-06 17:11:47.262700,2007-01-06 17:11:48.662700,6
2007-01-06 17:15:43.387700,2007-01-06 17:15:45.362700,6
2007-01-06 17:16:21.987700,2007-01-06 17:16:23.612700,6
2007-01-06 17:39:46.137700,2007-01-06 17:39:48.012700,6
2007-01-06 17:48:20.837700,2007-01-06 17:48:22.912700,6
2007-01-06 18:18:25.237700,2007-01-06 18:18:27.537700,6
2007-01-06 18:25:55.487700,2007-01-06 18:25:57.037700,6
2007-01-06 18:41:08.637700,2007-01-06 18:41:10.562700,6
2007-01-06 18:46:13.762700,2007-01-06 18:46:16.012700,6
2007-01-06 18:49:43.762700,2007-01-06 18:49:45.487700,6
2007-01-06 18:53:00.537700,2007-01-06 18:53:02.762700,6
2007-01-06 19:12:52.812700,2007-01-06 19:12:55.137700,6
2007-01-06 19:18:48.537700,2007-01-06 19:18:51.562700,6
2007-01-06 19:26:18.112700,2007-01-06 19:26:19.637700,6
2007-01-06 19:36:13.287700,2007-01-06 19:36:15.737700,6
2007-01-06 19:36:56.312700,2007-01-06 19:36:58.087700,6
2007-01-06 19:52:43.312700,2007-01-06 19:52:44.987700,6
2007-01-06 20:01:12.037700,2007-01-06 20:01:14.937700,6
2007-01-06 20:02:42.062700,2007-01-06 20:02:44.112700,6
2007-01-06 20:05:19.712700,2007-01-06 20:05:21.637700,6
2007-01-06 20:09:30.187700,2007-01-06 20:09:32.387700,6
2007-01-06 20:17:38.487700,2007-01-06 20:17:40.437700,6
2007-01-06 20:32:08.637700,2007-01-06 20:32:11.437700,6
2007-01-06 20:45:50.112700,2007-01-06 20:45:52.137700,6
2007-01-06 20:59:06.887700,2007-01-06 20:59:08.587700,6
2007-01-06 21:18:55.862700,2007-01-06 21:18:57.987700,6
2007-01-06 21:21:25.887700,2007-01-06 21:21:28.187700,6
2007-01-06 21:29:24.387700,2007-01-06 21:29:27.337700,6
2007-01-06 21:37:35.012700,2007-01-06 21:37:36.662700,6
2007-01-06 21:49:35.012700,2007-01-06 21:49:36.562700,6
2007-01-06 22:14:43.687700,2007-01-06 22:14:46.012700,6
2007-01-06 22:32:27.562700,2007-01-06 22:32:29.287700,6
2007-01-06 23:01:57.387700,2007-01-06 23:01:59.237700,6
2007-01-06 23:23:06.437700,2007-01-06 23:23:09.937700,6
2007-01-06 23:41:59.287700,2007-01-06 23:42:01.587700,6
2007-01-06 23:43:18.237700,2007-01-06 23:43:20.262700,6
2007-01-07 00:02:49.862700,2007-01-07 00:02:51.587700,6
2007-01-07 00:02:52.762700,2007-01-07 00:02:54.562700,6
2007-01-07 00:13:58.437700,2007-01-07 00:14:00.762700,6
2007-01-07 00:18:28.487700,2007-01-07 00:18:30.637700,6
2007-01-07 00:21:52.387700,2007-01-07 00:21:54.912700,6
2007-01-07 00:22:07.662700,2007-01-07 00:22:09.412700,6
2007-01-07 00:22:45.237700,2007-01-07 00:22:47.137700,6
2007-01-07 00:24:50.687700,2007-01-07 00:24:52.612700,6
2007-01-07 00:26:48.212700,2007-01-07 00:26:50.787700,6
2007-01-07 00:31:37.612700,2007-01-07 00:31:39.287700,6
2007-01-07 01:05:12.262700,2007-01-07 01:05:13.962700,6
2007-01-07 01:20:33.762700,2007-01-07 01:20:36.612700,6
2007-01-07 01:27:43.862700,2007-01-07 01:27:45.312700,6
2007-01-07 01:28:27.387700,2007-01-07 01:28:29.462700,6
2007-01-07 01:34:21.787700,2007-01-07 01:34:23.762700,6
2007-01-07 01:36:23.312700,2007-01-07 01:36:24.987700,6
2007-01-07 02:11:54.737700,2007-01-07 02:11:57.112700,6
2007-01-07 02:33:42.537700,2007-01-07 02:33:44.512700,6
2007-01-07 02:44:34.487700,2007-01-07 02:44:36.437700,6
2007-01-07 02:50:02.062700,2007-01-07 02:50:03.887700,6
2007-01-07 02:55:12.662700,2007-01-07 02:55:14.137700,6
2007-01-07 02:58:31.587700,2007-01-07 02:58:33.737700,6
2007-01-07 03:08:43.137700,2007-01-07 03:08:44.812700,6
2007-01-07 03:24:16.837700,2007-01-07 03:24:18.987700,6
2007-01-07 04:05:17.412700,2007-01-07 04:05:18.987700,6
2007-01-07 04:29:19.412700,2007-01-07 04:29:21.412700,6
2007-01-07 04:45:19.562700,2007-01-07 04:45:21.162700,6
2007-01-07 04:53:35.437700,2007-01-07 04:53:37.337700,6
2007-01-07 04:56:05.362700,2007-01-07 04:56:07.862700,6
2007-01-07 04:56:51.612700,2007-01-07 04:56:53.587700,6
2007-01-07 05:05:55.337700,2007-01-07 05:05:56.912700,6
2007-01-07 05:11:53.837700,2007-01-07 05:11:56.012700,6
2007-01-07 05:44:35.787700,2007-01-07 05:44:37.687700,6
2007-01-07 05:48:04.512700,2007-01-07 05:48:05.862700,6
2007-01-07 05:51:13.737700,2007-01-07 05:51:15.412700,6
2007-01-07 05:51:25.337700,2007-01-07 05:51:27.437700,6
2007-01-07 06:02:05.487700,2007-01-07 06:02:07.862700,6
2007-01-07 06:03:31.212700,2007-01-07 06:03:32.787700,6
2007-01-07 06:07:56.362700,2007-01-07 06:07:57.662700,6
2007-01-07 06:19:18.437700,2007-01-07 06:19:20.412700,6
2007-01-07 06:21:01.362700,2007-01-07 06:21:03.837700,6
2007-01-07 06:21:21.287700,2007-01-07 06:21:22.812700,6
2007-01-07 06:25:49.462700,2007-01-07 06:25:51.137700,6
2007-01-07 06:30:57.787700,2007-01-07 06:30:59.437700,6
2007-01-07 06:37:22.112700,2007-01-07 06:37:23.787700,6
2007-01-07 06:39:05.012700,2007-01-07 06:39:07.487700,6
2007-01-07 06:41:37.387700,2007-01-07 06:41:38.787700,6
2007-01-07 06:42:08.612700,2007-01-07 06:42:10.362700,6
2007-01-07 06:43:12.762700,2007-01-07 06:43:14.812700,6
2007-01-07 06:45:31.862700,2007-01-07 06:45:33.737700,6
2007-01-07 07:03:40.662700,2007-01-07 07:03:42.862700,6
2007-01-07 07:13:51.637700,2007-01-07 07:13:53.362700,6
2007-01-07 07:17:13.537700,2007-01-07 07:17:15.387700,6
2007-01-07 07:21:25.162700,2007-01-07 07:21:27.137700,6
2007-01-07 07:26:50.487700,2007-01-07 07:26:52.137700,6
2007-01-07 07:26:59.312700,2007-01-07 07:27:00.512700,6
2007-01-07 07:28:43.312700,2007-01-07 07:28:45.812700,6
2007-01-07 07:29:43.462700,2007-01-07 07:29:45.212700,6
2007-01-07 07:32:20.562700,2007-01-07 07:32:24.037700,6
2007-01-07 07:34:29.912700,2007-01-07 07:34:33.412700,6
2007-01-07 07:42:21.437700,2007-01-07 07:42:23.312700,6
2007-01-07 07:50:06.487700,2007-01-07 07:50:08.087700,6
2007-01-07 08:07:43.762700,2007-01-07 08:07:45.637700,6
2007-01-07 08:10:11.762700,2007-01-07 08:10:13.712700,6
2007-01-07 08:12:05.437700,2007-01-07 08:12:07.562700,6
2007-01-07 08:21:37.237700,2007-01-07 08:21:39.462700,6
2007-01-07 08:22:35.712700,2007-01-07 08:22:37.562700,6
2007-01-07 08:23:11.612700,2007-01-07 08:23:13.912700,6
2007-01-07 08:26:57.687700,2007-01-07 08:26:59.837700,6
2007-01-07 08:36:46.712700,2007-01-07 08:36:48.562700,6
2007-01-07 08:42:29.712700,2007-01-07 08:42:31.662700,6
2007-01-07 08:49:03.312700,2007-01-07 08:49:05.462700,6
2007-01-07 08:49:48.437700,2007-01-07 08:49:50.312700,6
2007-01-07 09:04:40.087700,2007-01-07 09:04:41.912700,6
2007-01-07 09:04:53.087700,2007-01-07 09:04:54.837700,6
2007-01-07 09:04:56.537700,2007-01-07 09:04:58.362700,6
2007-01-07 09:06:12.237700,2007-01-07 09:06:13.887700,6
2007-01-07 09:09:00.387700,2007-01-07 09:09:01.762700,6
2007-01-07 09:11:09.187700,2007-01-07 09:11:11.262700,6
2007-01-07 09:14:37.337700,2007-01-07 09:14:39.212700,6
2007-01-07 09:15:51.412700,2007-01-07 09:15:54.187700,6
2007-01-07 09:19:21.387700,2007-01-07 09:19:23.437700,6
2007-01-07 09:21:37.687700,2007-01-07 09:21:39.087700,6
2007-01-07 09:26:55.912700,2007-01-07 09:26:57.362700,6
2007-01-07 09:27:30.612700,2007-01-07 09:27:32.237700,6
2007-01-07 09:27:44.737700,2007-01-07 09:27:46.512700,6
2007-01-07 09:29:07.312700,2007-01-07 09:29:09.437700,6
2007-01-07 09:37:00.712700,2007-01-07 09:37:02.512700,6
2007-01-07 09:39:05.012700,2007-01-07 09:39:06.862700,6
